name,eissn,index,citations,jif2026,jif2025,quartile
IJU Case Reports,2577-171X,ESCI,318,0.5,0.6,Q4
International Journal of Urological Nursing,1749-771X,ESCI,135,0.5,0.5,Q4
Journal of Acute Care Physical Therapy,2159-0524,ESCI,100,0.5,0.4,Q4
Journal of Educational Sciences & Psychology,2247-8558,ESCI,147,0.5,0.3,Q4
Journal of Gaming and Virtual Worlds,1757-1928,ESCI,229,0.5,0.3,Q4
Journal of Obstetrics and Gynecology of India,0975-6434,ESCI,1457,0.5,0.6,Q4
Liquid Crystals and their Application,1991-3966,ESCI,114,0.5,0.4,Q4
Pielegniarstwo XXI Wieku-Nursing in the 21 Century,2450-646X,ESCI,113,0.5,0.4,Q4
Plasma and Fusion Research,1880-6821,ESCI,1148,0.5,0.4,Q4
Revista Brasileira de Ortopedia,1982-4378,ESCI,1350,0.5,,Q4
ASR Chiang Mai University Journal of Social Sciences and Humanities,2408-1469,ESCI,53,0.5,0.2,Q3
Brazilian Journal of Motor Behavior,2446-4902,ESCI,117,0.5,,Q4
Comparative Economic Research-Central and Eastern Europe,2082-6737,ESCI,254,0.5,0.5,Q4
Connectist-Istanbul University Journal of Communication Sciences,2636-8943,ESCI,46,0.5,0.4,Q4
International Journal of Communication Networks and Distributed Systems,1754-3924,ESCI,150,0.5,1.0,Q4
International Journal of Computing Science and Mathematics,1752-5063,ESCI,288,0.5,,Q4
Journal of Oral and Maxillofacial Surgery Medicine and Pathology,2212-5566,ESCI,643,0.5,0.4,Q4
JOURNAL OF THE TORREY BOTANICAL SOCIETY,1940-0616,SCIE,711,0.5,,Q4
KONTAKT-JOURNAL OF NURSING AND SOCIAL SCIENCES RELATED TO HEALTH AND ILLNESS,1804-7122,ESCI,245,0.5,0.5,Q4
Paideusis-The Journal of the Canadian Philosophy of Education Society,1916-0348,ESCI,129,0.5,0.5,Q4
Reports-Clinical Practice and Surgical Cases,2571-841X,ESCI,189,0.5,,Q3
Revista Portuguesa de Investigacao Comportamental e Social,2183-4938,ESCI,70,0.5,,Q3
SPORTVERLETZUNG-SPORTSCHADEN,1439-1236,SCIE,264,0.5,0.4,Q4
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,1432-0622,SCIE,613,0.5,0.6,Q4
Baltic Journal of Economic Studies,2256-0963,ESCI,445,0.5,0.6,Q4
CALDASIA,2357-3759,SCIE,577,0.5,0.3,Q4
Evolutionary and Institutional Economics Review,2188-2096,ESCI,174,0.5,0.5,Q4
Housing Care and Support,2042-8375,ESCI,169,0.5,0.6,Q4
Journal of Engineering Sciences-Ukraine,2414-9381,ESCI,108,0.5,0.6,Q4
Journal of Military and Veterans Health,1839-2733,ESCI,181,0.5,0.5,Q3
Journal of Social Work Education and Practice,2456-2068,ESCI,38,0.5,0.2,Q4
Latin American Business Review,1528-6932,ESCI,150,0.5,,Q4
NORTHEASTERN NATURALIST,1938-5307,SCIE,896,0.5,0.5,Q4
Oral Science International,1881-4204,ESCI,247,0.5,0.3,Q4
Physiology and Pharmacology,2476-5244,ESCI,253,0.5,0.5,Q4
Prace Komisji Geografii Przemyslu Polskiego Towarzystwa Geograficznego-Studies of the Industrial Geography Commission of the Polish Geographical Society,2449-903X,ESCI,152,0.5,0.6,Q4
Pratiques Psychologiques,N/A,SCIE,154,0.5,0.3,Q4
PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY,2041-4811,SCIE,385,0.5,0.6,Q4
Psychology and Law,2222-5196,ESCI,163,0.5,0.4,Q4
Rehabilitation Research Policy and Education,2168-6661,ESCI,141,0.5,0.4,Q4
REVISTA CHILENA DE ENTOMOLOGIA,0718-8994,ESCI,292,0.5,0.3,Q4
South African Journal of Child Health,1999-7671,ESCI,393,0.5,0.4,Q4
Voprosy Gosudarstvennogo i Munitsipalnogo Upravleniya-Public Administration Issues,1999-5431,ESCI,132,0.5,0.5,Q4
BLUMEA,0373-4293,SCIE,608,0.5,0.5,Q4
Communitas,2415-0525,ESCI,86,0.5,0.4,Q4
Derechos y Libertades,1133-0937,ESCI,94,0.5,0.5,Q3
Economic Theory Bulletin,2196-1093,ESCI,107,0.5,0.5,Q4
Future Neurology,1748-6971,ESCI,397,0.5,0.5,Q4
Geodetski Vestnik,1581-1328,SSCI,143,0.5,0.3,Q4
JATI-Journal of Southeast Asian Studies,2600-8653,ESCI,78,0.5,0.1,Q3
Journal of Applied and Numerical Analysis,2786-815X,ESCI,9,0.5,<0.1,Q4
Journal of Health and Safety at Work,2383-2088,ESCI,184,0.5,0.5,Q4
Journal of Pioneering Medical Sciences,2309-7981,ESCI,190,0.5,0.6,Q3
KNOWLEDGE ORGANIZATION,N/A,SSCI,580,0.5,0.5,Q3
Large Animal Review,1124-4593,SCIE,246,0.5,0.3,Q4
PAN-PACIFIC ENTOMOLOGIST,2162-0237,SCIE,478,0.5,0.6,Q4
Per Linguam-A Journal of Language Learning,2224-0012,ESCI,159,0.5,0.2,Q4
PHYSICS ESSAYS,2371-2236,ESCI,256,0.5,0.5,Q4
PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,0013-8797,SCIE,1339,0.5,0.4,Q4
Si Somos Americanos-Revista de Estudios Transfronterizos,0719-0948,ESCI,125,0.5,,Q4
SPIXIANA,N/A,SCIE,338,0.5,0.3,Q4
SU URUNLERI DERGISI,2148-3140,ESCI,289,0.5,0.6,Q4
Urology Case Reports,2214-4420,ESCI,1306,0.5,0.4,Q4
Annals of Mathematical Sciences and Applications,2380-2898,ESCI,102,0.5,0.5,Q4
Canadian Journal of Nonprofit and Social Economy Research,1920-9355,ESCI,107,0.5,0.5,Q4
Estudios Gerenciales,0123-5923,ESCI,315,0.5,,Q4
Health Behavior and Policy Review,2326-4403,ESCI,277,0.5,0.4,Q4
Hrvatski Geografski Glasnik-Croatian Geographical Bulletin,1848-6401,ESCI,137,0.5,0.4,Q4
International Game Theory Review,1793-6675,ESCI,294,0.5,0.5,Q4
Investigacion Economica,N/A,SSCI,200,0.5,0.6,Q4
Iranian Journal of Applied Animal Science,2251-631X,ESCI,631,0.5,0.4,Q4
Mediterranean Nursing and Midwifery,2791-7940,ESCI,36,0.5,0.2,Q4
Pamukkale University Journal of Engineering Sciences-Pamukkale Universitesi Muhendislik Bilimleri Dergisi,2147-5881,ESCI,672,0.5,0.6,Q4
Pedagogische Studien,2666-3996,SSCI,104,0.5,0.3,Q4
Revista de Psicologia PUCP,2223-3733,ESCI,255,0.5,0.5,Q4
Russian Journal of Biological Invasions,2075-1125,ESCI,403,0.5,0.6,Q4
Statistics in Biosciences,1867-1772,ESCI,412,0.5,0.4,Q4
Sumarski List,1846-9140,SCIE,338,0.5,0.4,Q4
Video-Assisted Thoracic Surgery,2519-0792,ESCI,126,0.5,0.4,Q4
ACTA PHYSICA POLONICA A,1898-794X,SCIE,3524,0.5,0.5,Q4
AKTUELLE UROLOGIE,1438-8820,SCIE,151,0.5,0.4,Q4
AMERICAN SCIENTIST,1545-2786,SCIE,2580,0.5,0.6,Q4
B E Journal of Theoretical Economics,1935-1704,SSCI,251,0.5,0.5,Q4
Contemporary Problems of Ecology,1995-4263,SCIE,791,0.5,0.5,Q4
Cultura Ciencia y Deporte,1989-7413,ESCI,411,0.5,1.0,Q4
Eksperimentalnaya Psikhologiya,2311-7036,ESCI,162,0.5,0.4,Q4
Electronic Journal of Research in Educational Psychology,1696-2095,ESCI,614,0.5,0.5,Q4
Foregut-The Journal of the American Foregut Society,2634-5161,ESCI,138,0.5,,Q4
GEOMAGNETISM AND AERONOMY,1555-645X,SCIE,924,0.5,,Q4
Gestion y Politica Publica,N/A,SSCI,177,0.5,0.6,Q4
Hydrologie und Wasserbewirtschaftung,N/A,SCIE,110,0.5,1.2,Q4
INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,0975-1009,SCIE,2268,0.5,0.5,Q4
Innere Medizin,2731-7099,SCIE,633,0.5,0.6,Q3
International Journal of Engineering Systems Modelling and SImulation,1755-9766,ESCI,131,0.5,,Q4
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,1793-6373,SCIE,723,0.5,0.6,Q4
International Journal of Phytopathology,2312-9344,ESCI,119,0.5,0.5,Q4
International Journal of Public Administration in the Digital Age,2334-4539,ESCI,92,0.5,0.2,Q3
Israel Journal of Ecology & Evolution,2224-4662,SCIE,332,0.5,,Q4
Jordan Journal of Physics,1994-7615,ESCI,168,0.5,0.6,Q4
Journal of Contemporary Physics-Armenian Academy of Sciences,1934-9378,SCIE,206,0.5,0.4,Q4
JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,1608-3202,SCIE,695,0.5,0.5,Q4
Journal of Health and Allied Sciences NU,2582-4953,ESCI,222,0.5,0.4,Q3
Journal of Operational Risk,1755-2710,SSCI,105,0.5,,Q4
Laboratorium-Russian Review of Social Research,2078-1938,ESCI,109,0.5,0.5,Q3
Nature + Culture,1558-5468,SSCI,553,0.5,0.6,Q4
Proceedings of Singapore Healthcare,2059-2329,ESCI,418,0.5,0.5,Q3
QUATERNAIRE,1965-0795,SCIE,417,0.5,,Q4
SAE International Journal of Passenger Vehicle Systems,2770-3479,ESCI,35,0.5,,Q4
Turczaninowia,1560-7267,ESCI,356,0.5,0.5,Q4
Agrivita,0126-0537,ESCI,402,0.5,0.5,Q4
Annals of Vascular Diseases,1881-6428,ESCI,788,0.5,0.6,Q4
Archives of Psychiatry and Psychotherapy,2083-828X,ESCI,314,0.5,0.3,Q4
AUSTRALASIAN PARLIAMENTARY REVIEW,1447-9125,ESCI,103,0.5,0.4,Q4
Bezmialem Science,2148-2373,ESCI,269,0.5,0.2,Q3
BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,2009-003X,SCIE,304,0.5,,Q4
British Journal of Psychotherapy,1752-0118,ESCI,328,0.5,0.4,Q4
Canadian Journal of Bioethics-Revue Canadienne de Bioethique,2561-4665,ESCI,205,0.5,0.3,Q4
Case Reports in Cardiology,2090-6412,ESCI,372,0.5,0.5,Q4
Cuadernos de Trabajo Social,1988-8295,ESCI,202,0.5,,Q4
DDS-Die Deutsche Schule,0012-0731,ESCI,129,0.5,0.3,Q4
Dusunen Adam-Journal of Psychiatry and Neurological Sciences,1309-5749,ESCI,517,0.5,0.4,Q4
FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,1439-3522,SCIE,555,0.5,0.6,Q4
Hacettepe Universitesi Egitim Fakultesi Dergisi-Hacettepe University Journal of Education,2536-4758,ESCI,719,0.5,0.3,Q4
International Journal of Computational Economics and Econometrics,1757-1189,ESCI,110,0.5,0.3,Q4
International Journal of Gerontology,1873-958X,SCIE,563,0.5,0.3,Q4
International Journal of Grid and Utility Computing,1741-8488,ESCI,155,0.5,,Q4
International Journal of Human Factors and Ergonomics,2045-7812,ESCI,128,0.5,0.5,Q4
International Journal of Information Retrieval Research,2155-6385,ESCI,81,0.5,0.5,Q4
International Journal of Integrated Engineering,2229-838X,ESCI,1160,0.5,0.5,Q4
Istanbul Journal of Pharmacy,2587-2087,ESCI,309,0.5,0.5,Q4
Journal of Obstetric Anaesthesia and Critical Care,2249-9539,ESCI,132,0.5,0.3,Q4
MATERIALS EVALUATION,0025-5327,SCIE,361,0.5,0.3,Q4
NOVON,1945-6174,SCIE,618,0.5,0.6,Q4
OPTICA APPLICATA,1899-7015,SCIE,411,0.5,0.5,Q4
PHYSICS OF ATOMIC NUCLEI,1562-692X,SCIE,1826,0.5,0.4,Q4
PROSPECTIVA,2389-993X,ESCI,138,0.5,0.4,Q4
Psycho-Oncologie,1778-381X,SCIE,86,0.5,0.3,Q4
Russian Journal of Developmental Biology,1608-3326,SCIE,336,0.5,0.4,Q4
RUSSIAN JOURNAL OF GENETICS,1608-3369,SCIE,1624,0.5,0.5,Q4
Russian Journal of Marine Biology,1608-3377,SCIE,949,0.5,0.4,Q4
Russian Meteorology and Hydrology,1934-8096,SCIE,858,0.5,0.6,Q4
Scientia Forestalis,1413-9324,SCIE,581,0.5,0.4,Q4
Scientific and Technical Information Processing,1934-8118,ESCI,229,0.5,0.4,Q3
WESTERN NORTH AMERICAN NATURALIST,1944-8341,SCIE,806,0.5,0.5,Q4
Zhurnal Novaya Ekonomicheskaya Assotsiatsiya-Journal of the New Economic Association,2221-2264,ESCI,155,0.5,0.3,Q4
Alkoholizm i Narkomania-Alcoholism and Drug Addiction,1689-3530,ESCI,87,0.5,0.3,Q4
Bulletin of the Tomsk Polytechnic University-Geo Assets Engineering,2413-1830,ESCI,625,0.5,0.5,Q4
Conflict Studies Quarterly,2285-7605,ESCI,88,0.5,0.2,Q4
Cyprus Turkish Journal of Psychiatry and Psychology,2667-8225,ESCI,140,0.5,0.3,Q4
EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE,N/A,SCIE,148,0.5,0.5,Q4
European Journal of Computational Mechanics,1958-5829,ESCI,305,0.5,0.6,Q4
Galician Medical Journal,2414-1518,ESCI,70,0.5,0.3,Q3
Healthcare in Low-resource Settings,2281-7824,ESCI,170,0.5,,Q4
Human Pathology Reports,2772-736X,ESCI,122,0.5,0.4,Q4
International Journal of Contemporary Economics and Administrative Sciences,1925-4423,ESCI,114,0.5,0.4,Q4
Journal of East European Management Studies,1862-0019,SSCI,228,0.5,0.6,Q4
Journal of the Korean Society of Combustion,2466-2089,ESCI,86,0.5,,Q4
MEASUREMENT TECHNIQUES,1573-8906,ESCI,706,0.5,0.4,Q4
Neural Network World,N/A,SCIE,258,0.5,,Q4
Open Astronomy,2543-6376,SCIE,124,0.5,0.5,Q4
P-Adic Numbers Ultrametric Analysis and Applications,2070-0474,ESCI,169,0.5,0.4,Q4
PHYSICS OF PARTICLES AND NUCLEI,1531-8559,SCIE,820,0.5,0.5,Q4
Plant Root,1881-6754,ESCI,88,0.5,0.2,Q4
Statistics and Applications,2454-7395,ESCI,203,0.5,0.4,Q4
Theoretical and Applied Ecology,2618-8406,ESCI,288,0.5,0.5,Q4
Thermophysics and Aeromechanics,1531-8699,SCIE,649,0.5,0.6,Q4
Turk Osteoporoz Dergisi-Turkish Journal of Osteoporosis,2147-2653,ESCI,93,0.5,0.3,Q4
Turkish Journal of Islamic Economics-TUJISE,2587-232X,ESCI,68,0.5,0.2,Q4
Zeitschrift fur Evaluation,1619-5515,SSCI,55,0.5,0.2,Q3
AGROCIENCIA,2521-9766,SCIE,949,0.5,0.5,Q4
Archives of Neuroscience,2322-5769,ESCI,242,0.5,0.3,Q4
AUTOMATION AND REMOTE CONTROL,1608-3032,SCIE,1171,0.5,0.6,Q4
Boyhood Studies-An Interdisciplinary Journal,2375-9267,ESCI,107,0.5,<0.1,Q3
CYTOLOGIA,0011-4545,SCIE,873,0.5,0.4,Q4
Duzce Medical Journal,1307-671X,ESCI,155,0.5,0.3,Q3
Ekonomski Vjesnik,1847-2206,ESCI,142,0.5,0.3,Q4
Enfoque UTE,1390-6542,ESCI,131,0.5,0.3,Q4
European Management Studies,2956-7602,ESCI,21,0.5,,Q4
Heart Views,0976-5123,ESCI,480,0.5,0.5,Q4
HIGH TEMPERATURES-HIGH PRESSURES,1472-3441,SCIE,549,0.5,0.6,Q4
International Journal of Electronic Security and Digital Forensics,1751-9128,ESCI,158,0.5,0.5,Q4
International Journal of Masonry Research and Innovation,2056-9467,ESCI,186,0.5,,Q4
International Journal of Modelling Identification and Control,1746-6180,ESCI,450,0.5,1.0,Q4
International Journal of Theoretical and Applied Finance,1793-6322,ESCI,615,0.5,0.4,Q4
International Review,2217-9739,ESCI,179,0.5,0.6,Q4
Journal of Applied Sport Management,2327-0187,ESCI,167,0.5,0.5,Q4
Journal of Astronomical History and Heritage,1440-2807,ESCI,221,0.5,0.4,Q4
Journal of Control Science and Engineering,1687-5257,ESCI,371,0.5,0.3,Q4
Journal of Digestive Endoscopy,0976-5050,ESCI,136,0.5,1.1,Q4
Journal of Distribution Science,2093-7717,ESCI,511,0.5,0.4,Q4
Journal of Energy Markets,1756-3615,ESCI,74,0.5,0.4,Q4
Journal of Information Processing Systems,2092-805X,ESCI,576,0.5,0.5,Q4
Journal of Risk,1755-2842,SSCI,651,0.5,0.5,Q4
Journal of the Korean Medical Association,2093-5951,ESCI,644,0.5,0.5,Q3
Led i Sneg-Ice and Snow,2412-3765,ESCI,341,0.5,0.5,Q4
Liberabit-Revista de Psicologia,2223-7666,ESCI,210,0.5,0.6,Q4
Mediterranean Agricultural Sciences,2528-9675,ESCI,145,0.5,,Q4
Revista Colombiana de Reumatologia,2027-9000,ESCI,286,0.5,,Q4
REVUE DES MALADIES RESPIRATOIRES,1776-2588,SCIE,772,0.5,0.5,Q4
Saudi Journal of Kidney Diseases and Transplantation,2320-3838,ESCI,1741,0.5,0.3,Q4
Scientific Papers-Series E-Land Reclamation Earth Observation & Surveying Environmental Engineering,2285-6064,ESCI,182,0.5,0.6,Q4
Semina-Ciencias Agrarias,1679-0359,SCIE,1983,0.5,0.5,Q4
Seoul Journal of Economics,1225-0279,ESCI,111,0.5,0.2,Q4
ANNEE PSYCHOLOGIQUE,1955-2580,SSCI,440,0.5,0.6,Q4
Clinical and Experimental Health Sciences,2459-1459,ESCI,516,0.5,0.4,Q4
Computer Science Journal of Moldova,1561-4042,ESCI,60,0.5,0.3,Q4
Estudios Demograficos y Urbanos,2448-6515,ESCI,240,0.5,0.3,Q4
Foro de Educacion,1698-7802,ESCI,207,0.5,0.5,Q4
Generations,2694-5126,SSCI,697,0.5,0.3,Q4
Gospodarka Narodowa-The Polish Journal of Economics,2300-5238,ESCI,94,0.5,0.2,Q4
Hepatitis Monthly,1735-3408,SCIE,753,0.5,0.6,Q4
HTM-Journal of Heat Treatment and Materials,2194-1831,ESCI,165,0.5,,Q4
Icelandic Agricultural Sciences,N/A,SCIE,107,0.5,0.4,Q4
Industrial Engineering and Management Systems,2234-6473,ESCI,381,0.5,0.5,Q4
International Journal of Healthcare Information Systems and Informatics,1555-340X,ESCI,168,0.5,0.4,Q4
International Journal of Knowledge-Based Development,2040-4476,ESCI,181,0.5,0.3,Q4
JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,N/A,SCIE,792,0.5,0.5,Q4
Journal AWWA,1551-8833,SCIE,2543,0.5,0.4,Q4
Journal of Evolutionary Studies in Business,2385-7137,ESCI,64,0.5,,Q4
Journal of Renal Injury Prevention,2345-2781,ESCI,407,0.5,0.2,Q4
Journal of the International Association for Shell and Spatial Structures,1996-9015,ESCI,276,0.5,0.5,Q4
JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,1349-273X,SCIE,584,0.5,0.6,Q4
Journal of the Serbian Society for Computational Mechanics,1820-6530,ESCI,138,0.5,0.2,Q4
Middle East Journal of Cancer,2008-6687,ESCI,275,0.5,0.4,Q4
Moscow University Mechanics Bulletin,1934-8452,ESCI,97,0.5,,Q4
Open Cardiovascular Medicine Journal,1874-1924,ESCI,358,0.5,0.4,Q4
Optoelectronics and Advanced Materials-Rapid Communications,2065-3824,SCIE,570,0.5,0.4,Q4
Paginas de Educacion,1688-7468,ESCI,100,0.5,0.4,Q4
Physics of Particles and Nuclei Letters,1531-8567,ESCI,755,0.5,0.4,Q4
Revista Finanzas y Politica Economica,2011-7663,ESCI,70,0.5,0.4,Q4
Selcuk Journal of Agriculture and Food Sciences,2458-8377,ESCI,275,0.5,,Q4
SOCIOLOGIE DU TRAVAIL,1777-5701,SSCI,340,0.5,0.3,Q4
Advances in Digestive Medicine,2351-9800,ESCI,94,0.5,0.4,Q4
Analytical Science and Technology,2288-8985,ESCI,141,0.5,0.3,Q4
AUTOMATIC CONTROL AND COMPUTER SCIENCES,1558-108X,ESCI,543,0.5,0.5,Q4
CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,0251-0790,SCIE,1288,0.5,0.6,Q4
CyberGeo-European Journal of Geography,1278-3366,ESCI,359,0.5,0.5,Q4
Didactica de las Ciencias Experimentales y Sociales,2255-3835,ESCI,137,0.5,0.2,Q4
Endocrinology Research and Practice,2822-6135,ESCI,48,0.5,0.3,Q4
Foundations of Management,2300-5661,ESCI,184,0.5,0.5,Q4
INORGANIC MATERIALS,1608-3172,SCIE,2643,0.5,,Q4
International Journal of Semantic Computing,1793-7108,ESCI,167,0.5,0.6,Q4
Journal of Academic Research in Medicine-JAREM,2147-1894,ESCI,93,0.5,0.1,Q3
Journal of Acute Disease,2589-5516,ESCI,392,0.5,0.3,Q4
Journal of Applied Economics and Business Research,1927-033X,ESCI,75,0.5,0.2,Q4
Journal of Hard Tissue Biology,1341-7649,SCIE,231,0.5,0.4,Q4
Lengua y Migracion-Language and Migration,1889-5425,ESCI,91,0.5,0.3,Q3
M S-MEDECINE SCIENCES,1958-5381,SCIE,1094,0.5,0.4,Q4
Market-Trziste,1849-1383,ESCI,102,0.5,0.6,Q4
Mediterranean Journal of Infection Microbes and Antimicrobials,2147-673X,ESCI,113,0.5,0.3,Q4
Memoria Investigaciones en Ingenieria,2301-1106,ESCI,111,0.5,0.5,Q4
Nativa,2318-7670,ESCI,347,0.5,0.3,Q4
Oncology in Clinical Practice,2450-6478,ESCI,229,0.5,0.4,Q4
PHILIPPINE AGRICULTURAL SCIENTIST,3082-5547,SCIE,339,0.5,0.4,Q4
RDBCI-Revista Digital de Biblioteconomia e Ciencia da Informacao,1678-765X,ESCI,111,0.5,0.5,Q3
Revista Brasileira de Geomorfologia,2236-5664,ESCI,428,0.5,0.6,Q4
Revista de Ciencias Agricolas,2256-2273,ESCI,158,0.5,0.2,Q4
Revista Digital de Investigacion en Docencia Universitaria-RIDU,2223-2516,ESCI,202,0.5,0.6,Q4
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS,2007-2902,SCIE,646,0.5,0.5,Q4
AKTUELLE ERNAHRUNGSMEDIZIN,1438-9916,ESCI,132,0.5,0.2,Q4
Andean Journal of Education,2631-2816,ESCI,46,0.5,,Q4
Apuntes del CENES,2256-5779,ESCI,98,0.5,0.5,Q4
Architecture Civil Engineering Environment,2720-6947,ESCI,267,0.5,0.4,Q4
Emakeele Seltsi Aastaraamat-The Yearbook of the Estonian Mother Tongue Society,2228-1215,ESCI,44,0.5,0.2,N/A
Ingenieria,2344-8393,ESCI,65,0.5,0.1,Q4
Journal of Chemistry and Technologies,2663-2942,ESCI,226,0.5,0.5,Q4
JOURNAL OF ENGINEERING PHYSICS AND THERMOPHYSICS,1573-871X,ESCI,1057,0.5,0.5,Q4
Kemija u Industriji-Journal of Chemists and Chemical Engineers,1334-9090,ESCI,275,0.5,,Q4
LATIN AMERICAN APPLIED RESEARCH,1851-8796,SCIE,442,0.5,0.6,Q4
Physioscience,1860-3351,ESCI,64,0.5,0.2,Q4
Podium-Sport Leisure and Tourism Review,2316-932X,ESCI,91,0.5,,Q4
Revista Chilena de Nutricion,0717-7518,ESCI,564,0.5,0.4,Q4
Turkish Librarianship,2147-9682,ESCI,99,0.5,0.1,Q3
ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,1955-2564,SSCI,860,0.5,0.2,Q3
Annual Review of CyberTherapy and Telemedicine,2352-927X,ESCI,260,0.5,0.6,Q4
ASTRONOMY & GEOPHYSICS,1468-4004,SCIE,319,0.5,0.5,Q4
Central European Journal of Energetic Materials,N/A,SCIE,573,0.5,0.6,Q4
CHEMIE IN UNSERER ZEIT,1521-3781,SCIE,233,0.5,0.6,Q4
Chemistry Journal of Moldova,2345-1688,ESCI,167,0.5,0.5,Q4
Cuadernos de Desarrollo Rural,2215-7727,SCIE,174,0.5,0.6,Q4
Current Problems in Cancer: Case Reports,2666-6219,ESCI,133,0.5,0.2,Q4
Electrical Control and Communication Engineering,2255-9159,ESCI,52,0.5,0.5,Q4
Geofocus-Revista Internacional de Ciencia y TecnologIa de la InformaciOn GeogrAfica,1578-5157,ESCI,82,0.5,0.2,Q4
In Education,1927-6117,ESCI,70,0.5,<0.1,Q4
Interface-Comunicacao Saude Educacao,1807-5762,ESCI,892,0.5,0.5,Q4
International Energy Journal,1513-718X,ESCI,209,0.5,0.4,Q4
International Journal of Psychology and Psychological Therapy,1989-2780,ESCI,486,0.5,0.4,Q4
JOURNAL OF ADVANCED APPLIED SCIENTIFIC RESEARCH,2454-3225,ESCI,73,0.5,0.3,Q4
Stahlbau,1437-1049,SCIE,522,0.5,0.4,Q4
Territorios,2215-7484,ESCI,190,0.5,0.5,Q4
Turkish Journal of Immunology,2147-8325,ESCI,46,0.5,0.3,Q4
"Bleeding, Thrombosis and Vascular Biology",2785-5309,ESCI,34,0.5,,Q4
Cadernos de Geografia,2183-4016,ESCI,69,0.5,0.2,Q4
Cuestiones de Sociologia,2346-8904,ESCI,60,0.5,0.3,Q4
e-Journal of Surface Science and Nanotechnology,1348-0391,ESCI,361,0.5,0.5,Q4
Epitoanyag-Journal of Silicate Based and Composite Materials,0013-970X,ESCI,150,0.5,0.5,Q4
Frontiers of Business Research in China,1673-7431,ESCI,385,0.5,0.3,Q4
IADIS-International Journal on Computer Science and Information Systems,1646-3692,ESCI,65,0.5,0.4,Q4
Indian Journal of Medical and Paediatric Oncology,0975-2129,ESCI,921,0.5,0.5,Q4
Ingenieria Solidaria,2357-6014,ESCI,59,0.5,0.3,Q4
International Journal of Environment and Waste Management,1478-9868,ESCI,427,0.5,0.5,Q4
Journal of Environmental Science and Management,0119-1144,SCIE,225,0.5,0.3,Q4
Journal of Translational Critical Care Medicine,2590-3438,ESCI,33,0.5,,Q4
Korean Journal of Materials Research,2287-7258,ESCI,342,0.5,0.3,Q4
Lucentum,1989-9904,ESCI,94,0.5,,N/A
Metallophysics and Advanced Technologies,2617-1511,ESCI,464,0.5,0.5,Q4
Notarzt,1438-8693,SCIE,127,0.5,0.3,Q4
Retail and Marketing Review,2708-3209,ESCI,49,0.5,0.3,Q4
Revista de Educacion y Derecho-Educational and Law Review,2386-4885,ESCI,93,0.5,1.0,Q4
Trabajo Social,2256-5493,ESCI,85,0.5,0.3,Q4
Travail Genre et Societes,1294-6303,SSCI,183,0.5,0.5,Q3
FLEISCHWIRTSCHAFT,0015-363X,SCIE,164,0.5,0.4,Q4
Informes de la Construccion,1988-3234,SCIE,341,0.5,0.3,Q4
Korean Chemical Engineering Research,2233-9558,ESCI,359,0.5,0.3,Q4
Pakistan Heart Journal,2227-9199,ESCI,144,0.5,0.4,Q4
University Politehnica of Bucharest Scientific Bulletin Series B-Chemistry and Materials Science,1454-2331,ESCI,522,0.5,0.3,Q4
Revista Interamericana de Bibliotecologia,2538-9866,ESCI,100,0.5,,Q3
University of Toronto Medical Journal,1913-5440,ESCI,49,0.5,0.4,Q3
Revista de Geografia Norte Grande,0718-3402,SSCI,650,0.5,0.5,Q4
SA Pharmaceutical Journal,2220-1017,ESCI,94,0.5,0.3,Q4
AMERICAN CERAMIC SOCIETY BULLETIN,1945-2705,SCIE,809,0.5,1.0,Q4
Diabetes Stoffwechsel und Herz,1861-7603,SCIE,41,0.5,0.4,Q4
Gestao e Desenvolvimento,2446-6875,ESCI,72,0.5,0.5,Q4
Journal of Tax Administration,2059-190X,ESCI,59,0.5,0.1,Q4
Logos Ciencia & Tecnologia,2422-4200,ESCI,120,0.5,0.2,Q3
Advances in Environmental Research-An International Journal,2234-1730,ESCI,541,0.5,0.3,Q4
Revista de la Facultad de Derecho,2301-0665,ESCI,156,0.5,0.5,Q3
Framework-The Journal of Cinema and Media,1559-7989,ESCI,235,0.5,0.6,N/A
Papeles de Identidad-Contar la Investigacion de Frontera,3045-5650,ESCI,4,0.5,N/A,Q4
Literatura Mexicana,2448-8216,ESCI,55,0.4,0.1,N/A
Early Medieval Europe,1468-0254,AHCI,390,0.4,0.9,N/A
